Happy_comment_word,Happy_number_use_for_word,Sad_comment_word,Sad_number_use_for_word,All_number_use_for_word
,,آبگیری,4.0,
آبگیریه,1.0,,,
آب‌دار,1.0,,,
,,آب‌زرشک,1.0,
,,آب‌شده,2.0,
,,آب‌معدنی,1.0,
,,آب‌معدنی،,1.0,
,,آب‌میوه,1.0,
آب‌میوه‌ای,1.0,,,
آب‌هندوانه,1.0,,,
آب‌هندونه,1.0,,,
,,آب‌پرتقال,1.0,
آتش,1.0,,,
,,آتشزنه,1.0,
آتشنشانی,1.0,,,
آتشی,1.0,,,
,,آتلیه‌ای,1.0,
آتیشه,1.0,,,
آتیشی,1.0,,,
,,آثاری,2.0,
,,آجر,2.0,
,,آجودانیه,3.0,
آجودانیه!!!,1.0,,,
,,آجودانیه),1.0,
,,آجیل!!!,1.0,
,,آجیلش,2.0,
آجیلشون,1.0,,,
,,آجیله,1.0,
,,آجیلها,1.0,
,,آجیل‌فروشی‌ها,1.0,
آجیل‌ها,1.0,,,
آجیل‌های,1.0,,,
آخ,6.0,,,
,,آخر،,1.0,
آخربا,1.0,,,
,,آخرت,1.0,
آخرش!:,1.0,,,
,,آخرشه؟,1.0,
,,آخرمم,1.0,
,,آخرمه,5.0,
,,آخرمون,2.0,
,,آخرم‌,1.0,
,,آخره,5.0,
,,آخره.,1.0,
آخرهم,1.0,,,
,,آخرى,1.0,
آخرکمی,1.0,,,
آخری،,1.0,,,
,,آخریم,1.0,
,,آخرین.,1.0,
,,آخرین‌بار,1.0,
,,آخریه,6.0,
آخر‌,1.0,,,
,,آخر‌بود,1.0,
,,آخه!,4.0,
,,آخه!!!!,1.0,
,,آخه!!!!!!!,1.0,
,,آخه:,1.0,
آخه،,2.0,,,
,,آخه؟!,2.0,
آخه؟!!!!!!,1.0,,,
,,آخه؟:)))),1.0,
,,آخه؟؟؟,3.0,
,,آخه؟؟؟؟,2.0,
,,آخه؟؟؟؟؟,1.0,
آداب,2.0,,,
آداسی,1.0,,,
,,آدامسو,1.0,
,,آدامس‌تری,1.0,
آدامس‌ها,1.0,,,
,,آددس,1.0,
آدرس،,1.0,,,
,,آدرست,1.0,
آدرستونو,1.0,,,
آدرسم,1.0,,,
,,آدرسها,1.0,
آدرسو,2.0,,,
,,آدرسی؟,1.0,
آدرس‌های,1.0,,,
,,آدری,1.0,
آدس,1.0,,,
,,آدم!!!,1.0,
,,آدم.,1.0,
,,آدم،,1.0,
آدمهای,2.0,,,
,,آدمک,1.0,
آدمی,1.0,,,
آدمیم,1.0,,,
,,آدم‌ها,1.0,
,,آدم‌های,2.0,
,,آدیزون,1.0,
آذربایجان,1.0,,,
,,آذرماه,1.0,
آذری,1.0,,,
,,آر,2.0,
آراد,1.0,,,
آراسته,1.0,,,
آراسته.,1.0,,,
,,آرام,1.0,
آرامبخشه,1.0,,,
آرامتر,1.0,,,
آرامی,1.0,,,
آرای,1.0,,,
,,آرایش,1.0,
آرایشی,1.0,,,
آرتین.,1.0,,,
آردسوخاری,1.0,,,
آردش,2.0,,,
,,آردش.,1.0,
آرد‌روی,1.0,,,
آرزانتینی,1.0,,,
آرزو,3.0,,,
آرزومندم,2.0,,,
آرزومندم.,1.0,,,
آرسام,8.0,,,
آرسامو,1.0,,,
,,آرستو‌گوشتش,1.0,
,,آرش,1.0,
آرم,3.0,,,
آرمک,1.0,,,
آرنیکا,3.0,,,
آروزی,1.0,,,
آروسترو,1.0,,,
آروستو،,1.0,,,
آروستوپ-ن-,1.0,,,
,,آروستوی,1.0,
,,آروما.,1.0,
,,آرومتر,1.0,
آرپا,1.0,,,
,,آرپیجی,1.0,
آرپیچی,1.0,,,
,,آرژانتین,1.0,
,,آریا,1.0,
,,آریستو,1.0,
,,آریل,1.0,
,,آزارم,1.0,
,,آزانس,1.0,
آزمایش,1.0,,,
آزمون,1.0,,,
,,آسانسور.,2.0,
,,آسانسور،,1.0,
,,آسانسور؟,1.0,
,,آسانسوره,1.0,
آسانسورو,1.0,,,
آسانسور‌ها,1.0,,,
,,آسمان,4.0,
,,آسمانه!,1.0,
آسوده,1.0,,,
آسون,1.0,,,
آسونه،,1.0,,,
,,آسون‌ترین,1.0,
,,آسیاب,4.0,
آسیب،,1.0,,,
آسیب‌,1.0,,,
,,آش.,1.0,
,,آش؟؟؟؟,1.0,
,,آشامیدن,1.0,
,,آشامیدنی,5.0,
آشش,2.0,,,
,,آشغال,1.0,
,,آشفت,1.0,
,,آشنا،,1.0,
آشناهام,1.0,,,
,,آشنایان,2.0,
,,آشه!!!,1.0,
,,آشه؟,1.0,
,,آشو,1.0,
,,آشپر,1.0,
,,آشپرخانه,1.0,
,,آشپز،,1.0,
آشپزاشو,1.0,,,
,,آشپزان,1.0,
,,آشپزتونم,1.0,
,,آشپزخانه‌ی,1.0,
,,آشپزخونه,5.0,
,,آشپزشون,2.0,
,,آشپزه,2.0,
آشپزهم,1.0,,,
آشپزیم,1.0,,,
آشپز‌ها,1.0,,,
,,آشکار,1.0,
آشیز,1.0,,,
,,آش‌دوغ,1.0,
,,آش‌رشته,1.0,
,,آصلا,1.0,
,,آضافه,1.0,
آغاز,1.0,,,
,,آغسته,1.0,
,,آفت,1.0,
,,آفتاب.,1.0,
آفتابگردات,1.0,,,
,,آفتابگردان!,1.0,
,,آفتابگردان،,2.0,
آفتابگردانتون,1.0,,,
آفتابی,1.0,,,
آفر,1.0,,,
آفرها,1.0,,,
آفری,1.0,,,
آفرین!,1.0,,,
آفرین..,1.0,,,
آفرین،,1.0,,,
آفریکانو,1.0,,,
,,آفم,1.0,
آقا!!!!!!!,1.0,,,
آقا.,1.0,,,
,,آقا/خانم,1.0,
آقاااااا,1.0,,,
,,آقااااااا,1.0,
آقاابراهیمی,1.0,,,
آقاجون,1.0,,,
آقام,1.0,,,
آقاى,2.0,,,
آل.,1.0,,,
,,آلا،,1.0,
,,آلان,1.0,
,,آلای,3.0,
,,آلبالو!,1.0,
,,آلبالو،,1.0,
,,آلبالوئه,1.0,
آلبالوتون,1.0,,,
,,آلبالوها,2.0,
,,آلبالوهایی,1.0,
,,آلبالوپلو,1.0,
آلبالویی،,1.0,,,
,,آلبالوییش,1.0,
,,آلبالو‌,1.0,
,,آلبالو‌ها,2.0,
,,آلبالو‌های,1.0,
,,آلبنی,1.0,
آلبینا,1.0,,,
,,آلرژیک،,1.0,
آلعاده,1.0,,,
,,آلفرد,2.0,
,,آلفردو!,1.0,
,,آلفردو!!,1.0,
,,آلفردو.,1.0,
,,آلفردو،,2.0,
آلفردوتون,1.0,,,
,,آلفردوی,3.0,
,,آلفردویی,3.0,
آلفروی,1.0,,,
,,آلماتی,1.0,
,,آلمالو,1.0,
آلمان,1.0,,,
آلمانیش,1.0,,,
آلمینونومی,1.0,,,
آلمینیوم،,1.0,,,
,,آلمینیومی،,1.0,
,,آلو!,1.0,
,,آلو!!!,1.0,
,,آلو،,1.0,
آلوئه,1.0,,,
,,آلواورا,1.0,
,,آلودگى,1.0,
,,آلودگیا‌,1.0,
,,آلودگیهای,1.0,
آلودگی‌های,1.0,,,
,,آلورا,1.0,
آلومینیونی,2.0,,,
آلوورا,1.0,,,
,,آلوچه‌ی,1.0,
,,آلوی,1.0,
آلویزی,1.0,,,
آلو‌,1.0,,,
آلپارو.,2.0,,,
,,آلپارو:,1.0,
آلپارو:)؛),1.0,,,
,,آلپارو=,1.0,
آلپارو،,1.0,,,
آلکینیومی,1.0,,,
آلی,5.0,,,
آلیس,1.0,,,
آلیموی,1.0,,,
آما,1.0,,,
,,آمااه,1.0,
,,آمادرو,1.0,
,,آمادست,4.0,
,,آماده!,1.0,
آماده‌اش,1.0,,,
,,آماده‌اند,1.0,
,,آماده‌سازی،,2.0,
,,آماده‌ی,3.0,
آمادگى,1.0,,,
,,آمادگی,2.0,
آمار,1.0,,,
آماریم,1.0,,,
,,آمبولانس,1.0,
آمد!,2.0,,,
آمد؛,1.0,,,
آمدتون,1.0,,,
,,آمدم,1.0,
,,آمدهمقدار,1.0,
آمدیم,1.0,,,
,,آمربکایی,1.0,
آمریکا,1.0,,,
,,آمریکانو،,1.0,
,,آمریکایى,1.0,
,,آمریکن‌های,1.0,
آمل,3.0,,,
,,آموتیا,1.0,
,,آمولاى,1.0,
آمولای.,1.0,,,
,,آمیخته,2.0,
,,آمیره,1.0,
آمیزه,2.0,,,
آمیزه!,1.0,,,
آمین,1.0,,,
,,آن!!!,1.0,
آن!!!!!!!!!!!,1.0,,,
,,آن),1.0,
,,آن:,1.0,
,,آن؟,1.0,
,,آنا,1.0,
,,آنا،,1.0,
,,آنالیز,1.0,
,,آنالیزی,1.0,
آنان,1.0,,,
آناناس),1.0,,,
,,آناناس،,1.0,
,,آناناستون,1.0,
آناناسش,1.0,,,
,,آناناسو,1.0,
آنتایم,1.0,,,
,,آنتراکت,1.0,
آنتی,1.0,,,
آنتیک,3.0,,,
,,آنجا,1.0,
آنجاییکه,1.0,,,
,,آنزیم,1.0,
آنست,1.0,,,
,,آنطرف،,1.0,
,,آنقدری,1.0,
,,آنقذر,1.0,
آنلاین.,1.0,,,
آنلاینتون,1.0,,,
,,آنلاینش,1.0,
,,آنلاینی,1.0,
آنه,1.0,,,
,,آنها.,1.0,
,,آنها،,1.0,
آنهایی,1.0,,,
,,آنهم,3.0,
,,آنهمه,1.0,
آنور,1.0,,,
,,آنچیلادا,1.0,
آنیونی,1.0,,,
,,آن‌چشم,1.0,
آهسته,1.0,,,
,,آهن؟!,1.0,
آهو,1.0,,,
,,آوازه,1.0,
,,آواکادو,4.0,
,,آوای,1.0,
,,آودند,1.0,
,,آور.,1.0,
,,آور،,1.0,
آوران),1.0,,,
آوران،,1.0,,,
,,آوران۴۰۰۰,1.0,
,,آورد!,3.0,
,,آورد!!,1.0,
,,آورد!!!,1.0,
,,آورد!!!!!!,1.0,
آورد..,1.0,,,
,,آورد:,1.0,
,,آوردد,1.0,
آوردش,6.0,,,
آوردشون،,1.0,,,
,,آوردم!!!,1.0,
,,آوردن!!,2.0,
,,آوردن!!!,7.0,
آوردن!!!!!,1.0,,,
,,آوردن!!!!!!!!!!,1.0,
آوردن..,1.0,,,
,,آوردن:)))),1.0,
آوردن،،,1.0,,,
,,آوردن؟؟؟؟؟؟,1.0,
آوردنات,1.0,,,
,,آوردناما,1.0,
,,آوردنتون،,1.0,
,,آوردند!!!,1.0,
,,آوردند؟,1.0,
آوردنشون,1.0,,,
,,آوردن‌,1.0,
,,آورده!,2.0,
,,آورده!!,1.0,
,,آورده!!!,2.0,
,,آوردهاعصابم,1.0,
,,آورده‌اند,1.0,
,,آورده‌اند.,1.0,
,,آوردی,3.0,
,,آوردید!,1.0,
,,آوردید!!!,1.0,
,,آوردید.,4.0,
,,آوردید..,1.0,
,,آوردیدلطفاتوجه,1.0,
,,آوردیدمن,1.0,
,,آوردین،,1.0,
آورن,1.0,,,
آورند,1.0,,,
,,آوره!!,1.0,
,,آوره.,1.0,
,,آوره،,1.0,
,,آوروند!,1.0,
,,آوری,3.0,
آورید.,1.0,,,
آورید،,1.0,,,
آوریشن,1.0,,,
آورین,3.0,,,
,,آوریه.,1.0,
آوسام,1.0,,,
آوم,1.0,,,
,,آومد,2.0,
آون,2.0,,,
,,آون.,1.0,
,,آونم,1.0,
,,آونوقت,1.0,
,,آووردن,1.0,
,,آوورده,1.0,
آوکادو,1.0,,,
,,آویتا,1.0,
,,آویزون,3.0,
آویشن),1.0,,,
,,آویشنی,1.0,
آپ-ن-,2.0,,,
آپ-ن-اختیاری,1.0,,,
آپ-ن-اسپایسی,1.0,,,
,,آپ-ن-با,1.0,
آپ-ن-بذارید,1.0,,,
,,آپ-ن-توضیحات,1.0,
آپ-ن-داشتین,1.0,,,
آپ-ن-سیب,1.0,,,
,,آپ-ن-ش,1.0,
آپ-ن-شیرین,1.0,,,
آپ-ن-ل,1.0,,,
,,آپ-ن-لغو,1.0,
آپ-ن-مجزا,1.0,,,
آپ-ن-های,1.0,,,
آپ-ن-ى,1.0,,,
,,آپادانا،,1.0,
,,آپارتمان،,1.0,
آپارتمانمون,1.0,,,
,,آپاچی,1.0,
,,آپز,1.0,
,,آپیلیکیشن,1.0,
,,آچاری,1.0,
آچما,1.0,,,
آچه,1.0,,,
آژانس؟,1.0,,,
,,آژانسه,1.0,
,,آکبند,1.0,
آکواریوم,1.0,,,
,,آکوافینا,2.0,
آگه,2.0,,,
,,آگهی,2.0,
آگین,1.0,,,
,,آیا؟!,1.0,
,,آیااااااا,1.0,
,,آیاغذابایدیخ,1.0,
آیبک,2.0,,,
,,آیتم.,1.0,
آیتماست؛,1.0,,,
آیتمها,2.0,,,
آیتمهایی,1.0,,,
آیتم‌هاش,1.0,,,
,,آیتم‌های,4.0,
,,آیتم‌هایی,1.0,
آیدا:),1.0,,,
,,آیسپک,1.0,
,,آیسی,1.0,
آیس‌مانکی,1.0,,,
آیفن,1.0,,,
,,آین,1.0,
,,آیند,1.0,
,,آیندی,1.0,
آیند‌تر,1.0,,,
آیه.,1.0,,,
,,آیکون,1.0,
آی‌بک,1.0,,,
أخلاق,1.0,,,
,,أدویه,2.0,
أرتین,1.0,,,
,,أضافه,1.0,
,,أطراف,1.0,
أفزار،,1.0,,,
,,أم,2.0,
,,أملت,1.0,
,,أن,1.0,
,,أنار,1.0,
أورد,1.0,,,
أوردن,1.0,,,
,,أورده,1.0,
,,أولا,2.0,
,,أونور,1.0,
,,أید.,1.0,
أین,1.0,,,
,,أینجا,1.0,
,,إرسالی,1.0,
إش,1.0,,,
إنشاءالله,1.0,,,
,,إیرانی,1.0,
,,ا!!!,1.0,
,,ا!!!!,1.0,
"ا,",1.0,,,
ا.,1.0,,,
,,اآیا,1.0,
,,ائلشن,2.0,
,,اا,1.0,
,,اااا،,1.0,
,,ااااافتضاااااااح,1.0,
,,ااب,1.0,
اابته,1.0,,,
اازهررستورانی,1.0,,,
,,ااشیرینی,1.0,
,,ااصلا,1.0,
اانتخاب,1.0,,,
اانگار,1.0,,,
اباس,1.0,,,
ابان,1.0,,,
,,ابتدایی،,1.0,
ابتکاری,1.0,,,
ابجو,1.0,,,
,,ابجوش,1.0,
,,ابد!!!,1.0,
,,ابدا!,1.0,
,,ابدا،,1.0,
,,ابداا,1.0,
,,ابداااا,1.0,
ابدار،,1.0,,,
ابدار‌تر,2.0,,,
ابداع,1.0,,,
ابداعات,1.0,,,
,,ابدون,1.0,
,,ابدى,1.0,
,,ابر,5.0,
,,ابراد,1.0,
,,ابرام,1.0,
,,ابرمون,1.0,
,,ابروتون,1.0,
,,ابرورفتن,1.0,
,,ابروریزی,3.0,
,,ابروریزی.,1.0,
,,ابروش,2.0,
,,ابرومندانه‌تر,1.0,
,,ابرویتان,1.0,
,,ابزار,1.0,
ابعاد.,1.0,,,
,,ابعادخیلی,1.0,
,,ابعادی,2.0,
ابغاد,1.0,,,
,,ابغوره,1.0,
ابغوره‌ها,1.0,,,
,,ابله,1.0,
ابلیمو.,1.0,,,
,,ابلیمویی,1.0,
,,ابمیوه‌ای,2.0,
,,ابنقدر,2.0,
ابوالفظل,1.0,,,
ابود,1.0,,,
,,ابپزشو,1.0,
,,ابپزی,1.0,
,,ابکش,2.0,
,,ابکی.,1.0,
,,ابگوشتش..,1.0,
,,ابگوشتم,1.0,
,,ابگوشتی,2.0,
,,ابگیرى,1.0,
اب‌نشده,1.0,,,
,,اب‌پز,1.0,
,,ات,2.0,
اتار,1.0,,,
اتاقم,1.0,,,
اتاقیام,1.0,,,
,,اتان,1.0,
,,اتانوله,1.0,
,,اتتظارم,1.0,
,,اتحادیه!!!,1.0,
,,اتخابم,1.0,
اتخاذ,5.0,,,
اتدازه,1.0,,,
اتشکر,1.0,,,
,,اتظار,1.0,
,,اتفاقات,4.0,
اتفاقاتی,2.0,,,
,,اتفاقهایی,1.0,
,,اتفاقى,1.0,
,,اتفاقیه؟,1.0,
,,اتفاق‌نظر,1.0,
,,اتفاق‌ها,1.0,
,,اتقدر,1.0,
,,اتمام.,1.0,
,,اتمامش,1.0,
,,اتمامه.,1.0,
اتموم,1.0,,,
اتن,1.0,,,
اتنقاد,1.0,,,
,,اتوبان,2.0,
اتوبوس,1.0,,,
اتومات,1.0,,,
,,اتوماتیک,1.0,
اتومبیلش,1.0,,,
اتون،,1.0,,,
,,اتى,1.0,
,,اتی،,1.0,
,,اتیشه,1.0,
اثاثیه,1.0,,,
,,اثار,1.0,
,,اثبات,1.0,
اثرات,1.0,,,
,,اثراتی,1.0,
اثردهید,1.0,,,
,,اثرى,1.0,
,,اثلا,4.0,
,,اثنی,1.0,
,,اجابت,1.0,
,,اجاره,1.0,
,,اجازه‌ای,1.0,
,,اجازه‌ی,1.0,
,,اجاق,1.0,
,,اجتماعی,1.0,
اجحاف,3.0,,,
,,اجق,1.0,
اجناس.,4.0,,,
اجناس:),1.0,,,
اجناستان,1.0,,,
اجناستون،,1.0,,,
اجناسم,2.0,,,
,,اجناسک,1.0,
اجناسیو,1.0,,,
اجیلش,1.0,,,
,,اجیلی,1.0,
,,اجیل‌ها,2.0,
اجیل‌های,1.0,,,
,,احاس,1.0,
احاطه,1.0,,,
,,احترام:,1.0,
احترام؛,1.0,,,
احترامتون,4.0,,,
,,احترامی!,1.0,
,,احترامی؟,1.0,
,,احترامیه,1.0,
احترام‌ترین,1.0,,,
,,احترام‌نمی,1.0,
احتما,1.0,,,
,,احتمالا),1.0,
,,احتمالم,1.0,
احتمالن,1.0,,,
احساسا,1.0,,,
احساسات,1.0,,,
,,احساسم,1.0,
احساسی,1.0,,,
احسن,3.0,,,
احسنت.,2.0,,,
احسنت:),1.0,,,
احسنت،,1.0,,,
,,احمال,1.0,
احمدلو,1.0,,,
احمدی,5.0,,,
احناس,1.0,,,
,,احوال,1.0,
,,احوالا,1.0,
,,احیل,1.0,
,,احینا,1.0,
,,اخ,1.0,
,,اخبارای,1.0,
اختصاصا,1.0,,,
,,اختصاصی,2.0,
,,اختلافات,1.0,
,,اختلافس,1.0,
,,اختلافش,1.0,
,,اختلافشه,1.0,
اختلاففففففففف,1.0,,,
اختلافی,1.0,,,
اختلاف‌,1.0,,,
,,اختلاف‌قیمتش,1.0,
,,اختلال,1.0,
,,اخته‌ها,1.0,
,,اختیارم,1.0,
اختیارمون,1.0,,,
اختیاری,2.0,,,
,,اخخ,1.0,
اخذمیشود,1.0,,,
اخراش,1.0,,,
اخرت,1.0,,,
,,اخرسر,1.0,
,,اخرش,7.0,
,,اخرم,21.0,
,,اخرمه,1.0,
,,اخرمون,1.0,
,,اخرهم,1.0,
,,اخری,18.0,
اخریم,1.0,,,
,,اخرینشم,1.0,
اخریین,1.0,,,
,,اخطار,1.0,
,,اخلاص,1.0,
,,اخلاف,1.0,
اخلاق،,1.0,,,
,,اخلاقا,1.0,
اخلاقش,1.0,,,
اخلاقشون,1.0,,,
اخلاقه,1.0,,,
,,اخلاقه.,1.0,
اخلاقی:,1.0,,,
اخلاق‌ترین,3.0,,,
,,اخلش,1.0,
اخم,2.0,,,
اخه!,1.0,,,
,,اخه!!,1.0,
,,اخه!!!,1.0,
,,اخه!!!!,1.0,
اخه!؟,1.0,,,
,,اخه:,1.0,
اخه،,1.0,,,
,,اخه؟!,1.0,
,,اخه؟!!!!!!!!!,1.0,
,,اخه؟؟؟؟؟,1.0,
اخه؟؟؟؟؟؟؟؟؟,1.0,,,
,,اخهه,1.0,
,,"اخیرا""""",1.0,
اخیران,1.0,,,
,,اخیرش,1.0,
اخیری,1.0,,,
,,اد,1.0,
,,اداب,2.0,
اداب.,1.0,,,
اداتو,1.0,,,
ادارات,1.0,,,
,,اداره‌ام,1.0,
اداشو,1.0,,,
,,ادامس،,1.0,
,,ادامسا,1.0,
ادامسها,1.0,,,
,,ادامس‌ها,1.0,
,,ادای,1.0,
,,ادب!,1.0,
,,ادب؛,1.0,
,,ادبانه.,1.0,
,,ادبانه‌ای,1.0,
,,ادبانه‌ی,1.0,
,,ادبترین,1.0,
ادبتون,1.0,,,
ادبشون,1.0,,,
,,ادبه,1.0,
ادبو,1.0,,,
,,ادبیات,1.0,
,,ادب‌تری,1.0,
,,ادرست,1.0,
ادرستون,1.0,,,
,,ادرستونم,1.0,
ادرسرو,1.0,,,
ادرسم,2.0,,,
ادرسمون,1.0,,,
,,ادرسی,3.0,
,,ادسال,1.0,
ادستتون,1.0,,,
,,ادعای,2.0,
,,ادعایی,1.0,
,,ادعا‌های,1.0,
,,ادلین,1.0,
ادم،,1.0,,,
,,ادما,1.0,
ادمای,1.0,,,
,,ادمایی,1.0,
ادمه,1.0,,,
ادمهای,1.0,,,
ادمو.,1.0,,,
,,ادمک,1.0,
,,ادمی,1.0,
,,ادم‌,1.0,
ادم‌ها,1.0,,,
,,ادن,1.0,
,,ادنم,1.0,
,,ادوات,1.0,
ادوار,1.0,,,
,,ادویجات,1.0,
,,ادویه.,1.0,
,,ادویه..,1.0,
ادویهاشم,1.0,,,
,,ادویه‌ای.,1.0,
ادویه‌ای،,1.0,,,
ادویه‌ها‌ش,1.0,,,
,,ادیت,1.0,
,,ادیروز,1.0,
,,ادیوه!!!!!,1.0,
,,اذا,2.0,
اذسال,1.0,,,
,,اذعان,1.0,
,,اذن,1.0,
,,اذیت‌ها,1.0,
اذیت‌کننده‌ست.,1.0,,,
اذیذ,1.0,,,
اذییت,1.0,,,
,,ارئه,1.0,
اراءه,1.0,,,
ارادت.,1.0,,,
ارادت،,1.0,,,
ارادتمند,4.0,,,
اراسل,1.0,,,
,,اراضی,1.0,
,,اراعه,1.0,
ارامش,1.0,,,
اراکیش,1.0,,,
,,ارایش,1.0,
ارایشی,1.0,,,
ارایه‌ی,1.0,,,
,,ارباب,3.0,
,,اربیت,2.0,
,,ارتباطى,1.0,
,,ارتجاعی,1.0,
,,ارتش,1.0,
ارتش.,1.0,,,
,,ارتفاع,6.0,
ارتقاء,1.0,,,
,,ارتقای,4.0,
ارتون,1.0,,,
,,ارتین,2.0,
,,ارث,1.0,
ارثش,1.0,,,
,,ارثشون,1.0,
ارجاع,1.0,,,
ارجح,1.0,,,
اردر،,1.0,,,
,,اردش,1.0,
اردور,1.0,,,
,,اردک,1.0,
,,اردی,1.0,
,,اردیبهشت,1.0,
,,اردیبهشت؟!,1.0,
ارز,2.0,,,
ارز!,1.0,,,
,,ارزانتره,1.0,
ارزانتروروغن,1.0,,,
,,ارزانی,1.0,
,,ارزان‌تری,1.0,
ارزش.,1.0,,,
ارزشتر,1.0,,,
ارزششون,1.0,,,
ارزشمنده.,2.0,,,
ارزشمندیه,1.0,,,
ارزشهاش,1.0,,,
ارزشهای,2.0,,,
,,ارزشى,1.0,
ارزشیه,1.0,,,
ارزش‌تر,2.0,,,
ارزومندم,1.0,,,
ارزونای,1.0,,,
ارزونترش,1.0,,,
,,ارزونترن,1.0,
,,ارزونتره,2.0,
,,ارزونتره،,1.0,
,,ارزونتری,2.0,
,,ارزونترین,2.0,
ارزونش,1.0,,,
,,ارزونشو,1.0,
ارزونن!!,1.0,,,
ارزونه،,1.0,,,
,,ارزون‌تری,1.0,
,,ارزون‌ترین,3.0,
,,ارزون‌قیمت,1.0,
ارزوی,6.0,,,
,,ارزید,1.0,
,,ارساا,1.0,
ارسال!!,1.0,,,
,,ارسال!!!,1.0,
ارسال!!!!,1.0,,,
ارسال!!!!!!!,1.0,,,
ارسال),1.0,,,
,,ارسال..!,1.0,
ارسال؛,1.0,,,
,,ارسال؟,1.0,
ارسالتون!,1.0,,,
,,ارسالتون.,1.0,
ارسالشم,1.0,,,
ارسالشو,1.0,,,
ارسالشونم,2.0,,,
ارساله.,1.0,,,
ارسالو,5.0,,,
,,ارسالى،,1.0,
,,ارسالی.!,1.0,
,,ارسالیتون,2.0,
ارسالیش,1.0,,,
,,ارسالیشون,2.0,
,,ارسالیی.,1.0,
ارسالی۲۴سانتی,1.0,,,
,,ارسالی‌ها,3.0,
ارسال‌ها,2.0,,,
,,ارسال‌های,1.0,
ارسام,1.0,,,
ارستل,1.0,,,
,,ارستو,1.0,
ارسرع,1.0,,,
ارشال,1.0,,,
ارصال,1.0,,,
,,ارغوان,1.0,
ارقام,1.0,,,
,,ارقی,1.0,
,,ارم,1.0,
ارنپ,1.0,,,
اره,2.0,,,
,,اروم‌آدا,1.0,
اروپا,1.0,,,
,,ارپیجی,1.0,
,,ارکو,1.0,
اریال,1.0,,,
,,اریستو,1.0,
,,اریو,1.0,
اریگوانا,1.0,,,
از:,1.0,,,
,,از،,1.0,
ازآبمیوه,1.0,,,
ازآن,1.0,,,
ازاجناس,1.0,,,
ازاخلاق,1.0,,,
,,ازاد,2.0,
ازار,1.0,,,
ازارسال,1.0,,,
ازاسنب,1.0,,,
ازاسنپ,11.0,,,
ازاسنپفود,1.0,,,
,,ازاسنپیااااکه,1.0,
ازاطراف,1.0,,,
,,ازاقلام,1.0,
ازالانم,1.0,,,
ازاندازه,1.0,,,
ازاول,1.0,,,
ازاونی,1.0,,,
ازاکبرجوجه,1.0,,,
,,ازایشان,1.0,
,,ازاینجاروتوصیه,1.0,
,,ازاینهمه,1.0,
ازبابت,1.0,,,
,,ازبادمجانها,1.0,
,,ازبدترین,1.0,
,,ازبدمزه‌ترین,1.0,
,,ازبس,1.0,
ازبعضی,1.0,,,
ازبقیه,1.0,,,
,,ازبین,3.0,
,,ازتاخیر,1.0,
ازتاریخ,2.0,,,
,,ازتقا,1.0,
ازتموم,1.0,,,
ازتواصع,1.0,,,
ازتوجه,1.0,,,
ازتوجهتون،,1.0,,,
,,ازتولیدش,1.0,
ازتون:),1.0,,,
ازتونبهترینید,1.0,,,
ازتونننن,1.0,,,
ازتوون,1.0,,,
ازتوی,1.0,,,
,,ازجای,1.0,
,,ازجایی,1.0,
ازجوجه,2.0,,,
ازخدمات,2.0,,,
,,ازخدماتتون,1.0,
,,ازخریدم,2.0,
ازخریدونحوه,1.0,,,
,,ازخوابگاه,1.0,
,,ازخودتون,2.0,
,,ازخوده,1.0,
,,ازخوردنش,1.0,
ازدقت,2.0,,,
,,ازدهن,1.0,
,,ازدواجمه,1.0,
,,ازدواجمون,1.0,
,,ازدوساعت,1.0,
ازدوستان,1.0,,,
ازدوطرف,1.0,,,
ازدیروز,1.0,,,
,,ازرستورانها,1.0,
,,ازرستورانهای,1.0,
,,ازروغن,1.0,
اززحماتتون,1.0,,,
اززحماتتون.,1.0,,,
اززحمتی,1.0,,,
,,اززمانى,1.0,
ازسالم,1.0,,,
ازسرعت,1.0,,,
,,ازسفارش,1.0,
,,ازسفارشم,1.0,
,,ازسفارش‌ها,1.0,
ازسلامتی,1.0,,,
,,ازسوپرسفارش,1.0,
ازسوپرشکیبایی,1.0,,,
,,ازش!,2.0,
ازش:)؛),1.0,,,
ازشاهو,1.0,,,
,,ازشدت,1.0,
ازششششون,1.0,,,
,,ازشعبه,1.0,
ازشم,1.0,,,
,,ازشما),1.0,
ازشما.,1.0,,,
,,ازشماخریدکردم،,1.0,
,,ازشماغذانمیگیرم,1.0,
,,ازشماممنونم,1.0,
ازشهرستان,1.0,,,
,,ازشو,1.0,
,,ازشون!,1.0,
,,ازشون،,1.0,
,,ازشونم,1.0,
,,ازشکل,1.0,
,,ازشکلش,1.0,
ازشیرینی,1.0,,,
,,ازشیرینیهای,1.0,
ازشیرینی‌ها,1.0,,,
ازصبح,1.0,,,
ازطرف,1.0,,,
ازطرفی,1.0,,,
,,ازطرفین,1.0,
,,ازطریق,2.0,
,,ازطعم,1.0,
ازعکس,1.0,,,
,,ازغذا,1.0,
,,ازغذاهای,1.0,
,,ازفتیرها,1.0,
ازقلم,1.0,,,
,,ازقیمت,1.0,
ازلیست,1.0,,,
,,ازما,1.0,
ازماری,1.0,,,
,,ازمان,1.0,
,,ازمدل,1.0,
ازمدیریت,8.0,,,
ازمرغ,1.0,,,
